id,duration,show_name,show_description,genres,episode_name,episode_description,explicit,category
286,32.5,Lore,"Lore is a bi-weekly podcast (as well as a TV show and book series) about dark historical tales. Each episode explores the mysterious creatures, tragic events, and unusual places that fill the pages of history. Because sometimes the truth is more frightening than fiction.","True Crime, Books, Education, TV & Film, History, Society & Culture, Arts, Storytelling, Fiction, Food",Episode 164: Loyal Companion,"While animals have been our constant companions for thousands of years, one chapter of our long history together led to much more terrifying results.",no,History
287,33,Lore,"Lore is a bi-weekly podcast (as well as a TV show and book series) about dark historical tales. Each episode explores the mysterious creatures, tragic events, and unusual places that fill the pages of history. Because sometimes the truth is more frightening than fiction.","True Crime, Books, Education, TV & Film, History, Society & Culture, Arts, Storytelling, Fiction, Food",Episode 163: Persistence,"It should come as no surprise that one of humanity’s greatest qualities is also the tool with which it has committed much darker tragedies. Even far from the wilds of the Old World, that legacy was never far behind.",no,History
288,36.5,Lore,"Lore is a bi-weekly podcast (as well as a TV show and book series) about dark historical tales. Each episode explores the mysterious creatures, tragic events, and unusual places that fill the pages of history. Because sometimes the truth is more frightening than fiction.","True Crime, Books, Education, TV & Film, History, Society & Culture, Arts, Storytelling, Fiction, Food",Episode 162: By Design,"In a world obsessed with fairytale endings, the most iconic type of setting for those stories turns out to also be home to some of the darkest histories around.",no,History
289,209,Jocko Podcast,"Retired Navy SEAL, Jocko Willink and Director, Echo Charles discuss discipline and leadership in business, war, relationships and everyday life.","Business, Self-Improvement, Education, Fitness, Health & Fitness, Self-Help, Management","276: DRAGO. Rebelling Against Communist Poland, to Patriotic Navy SEAL",0:00:00 - Opening 0:04:44 - Drago. 3:04:15 - Final thoughts. 3:09:29 - Hot to stay on THE PATH. 3:27:41 - Closing gratitude.,yes,History
290,235.5,Jocko Podcast,"Retired Navy SEAL, Jocko Willink and Director, Echo Charles discuss discipline and leadership in business, war, relationships and everyday life.","Business, Self-Improvement, Education, Fitness, Health & Fitness, Self-Help, Management","275: The Relentless Danger From The Air in Vietnam w/ Huey Pilot, Col. Matt Jackson","0:00:00 - Opening 0:04:03 - Col. Matt Jackson - ""Undaunted Valor"" 3:31:37 - Final thoughts 3:37:02 - How to stay on THE PATH. 3:53:03 - Closing Gratitude",yes,History
291,180.5,Jocko Podcast,"Retired Navy SEAL, Jocko Willink and Director, Echo Charles discuss discipline and leadership in business, war, relationships and everyday life.","Business, Self-Improvement, Education, Fitness, Health & Fitness, Self-Help, Management","274: Being the Best. Can You Handle The Cost of Going Against The Grain? Is it Worth It? Tony Herbert, ""Soldier""","0:00:00 - Opening 0:04:20 - Tony Herbert, ""Soldier"" 2:31:09 - Final thoughts. 2:48:27 - How to stay on THE PATH. 2:59:12 - Closing Gratitude.",yes,History
292,180,Jocko Podcast,"Retired Navy SEAL, Jocko Willink and Director, Echo Charles discuss discipline and leadership in business, war, relationships and everyday life.","Business, Self-Improvement, Education, Fitness, Health & Fitness, Self-Help, Management","273: Controversial Lessons from Being Put Through The Ringer. The Making Of A Soldier, by Col. Tony Herbert","0:00:00 - Opening 0:08:00 - Soldier, and The Making of a Soldier, by Anthony Herbert 2:42:10 - How to stay on THE PATH. 2:59:00 - Closing Gratitude.",yes,History
293,301,Jocko Podcast,"Retired Navy SEAL, Jocko Willink and Director, Echo Charles discuss discipline and leadership in business, war, relationships and everyday life.","Business, Self-Improvement, Education, Fitness, Health & Fitness, Self-Help, Management",272: We Are Stronger Together. America and Aloha with Tulsi Gabbard.,0:00:00 - Opening 0:05:32 - Tulsi Gabbard 3:43:112 - Final Thoughts 3:59:48 - How to stay on THE PATH. 4:58:33 - Closing Gratitude.,yes,History
294,208.5,Jocko Podcast,"Retired Navy SEAL, Jocko Willink and Director, Echo Charles discuss discipline and leadership in business, war, relationships and everyday life.","Business, Self-Improvement, Education, Fitness, Health & Fitness, Self-Help, Management","271: There Is Evil In The World. Stories of the Horrors of War. ""Only Cry for the Living"", with Hollie McKay","0:00:00 - Opening 0:10:24 - Hollie McKay, Only Cry for the Living 2:49:56 - Final Thoughts 3:06:29 - How to stay on THE PATH. 3:27:00 - Closing Gratitude.",yes,History
295,51.5,Stuff You Missed in History Class,Join Holly and Tracy as they bring you the greatest and strangest Stuff You Missed In History Class in this podcast by iHeartRadio.,"History, Stories for Kids, Kids & Family, Education for Kids, News, Society & Culture",Interview: Jeremy Katz of The Breman Museum,"Holly sits down with Jeremy Katz, the director of archives at The Breman Museum to talk about his new book ""The Jewish Community of Atlanta,"" his career in history, and the expansive archives at The Breman.",no,History
296,42,Stuff You Missed in History Class,Join Holly and Tracy as they bring you the greatest and strangest Stuff You Missed In History Class in this podcast by iHeartRadio.,"History, Stories for Kids, Kids & Family, Education for Kids, News, Society & Culture",The Rum Rebellion,"The Rum Rebellion overthrew William Bligh, governor of New South Wales, in 1808. It was Australia’s only military coup and was only given that nickname much later.",no,History
297,32,Stuff You Missed in History Class,Join Holly and Tracy as they bring you the greatest and strangest Stuff You Missed In History Class in this podcast by iHeartRadio.,"History, Stories for Kids, Kids & Family, Education for Kids, News, Society & Culture",SYMHC Classics: Mutiny on the Bounty,"In this 2010 episode, previous hosts Sarah and Katie take a closer look at the legendary mutiny on the HMS Bounty -- and figure out whether William Bligh deserves his terrible reputation.",no,History
298,37,Stuff You Missed in History Class,Join Holly and Tracy as they bring you the greatest and strangest Stuff You Missed In History Class in this podcast by iHeartRadio.,"History, Stories for Kids, Kids & Family, Education for Kids, News, Society & Culture",Bodiam Castle,"This castle is unique in its design and the extent to which the ground surrounding it are part of that design. It’s also closely tied to the turbulent period in England’s history that runs from the Hundred Years War, through the Wars of the Roses.",no,History
